ID_PERSONA;cluster_id;TESTO_PULITO;ETA_x;DURATA;Ral di uscita_x;TITOLO_DI_STUDIO;SESSO;GENERAZIONE;QUALIFICA;CCNL;Contenuti tecnici;Commento1;Livello di autonomia;Commento2;Opportunità di proporre nuove idee;Commento3;Sfide connesse al ruolo;Commento4;Relazione con il team;Commento5;Relazione con il management;Commento6;Ambiente fisico di lavoro;Commento7;Compensation e benefit;Commento8;Bilanciamento lavoro-vita privata;Commento9;Cultura e valori aziendali;Commento10;Opportunità professionale in altra azienda;Maggiore allineamento rispetto a competenze e interessi;Maggiore impatto sul risultato;Nuove sfide;Migliore offerta di Compensation e/o Benefit;Migliore bilanciamento vita privata/lavoro;Altro;Commento_finale;Consiglieresti Hera ai tuoi amici?;Cosa avrebbe potuto fare l'azienda per evitare la tua uscita?;tfidf_attività;tfidf_autonomia;tfidf_avuto;tfidf_bene;tfidf_buon;tfidf_cui;tfidf_esperienza;tfidf_feedback;tfidf_lavorare;tfidf_modo;tfidf_ottimo;tfidf_parte;tfidf_poco;tfidf_punto;tfidf_qualche;tfidf_sempre;tfidf_solo;tfidf_team;ANZIANITA_AZIENDALE;Ral di uscita_y;ETA_y;valutazione performance 2022;valutazione performance 2023;valutazione performance 2024;valutazione performance 2025;valutazione performance 2026;QUALIFICA_Operaio;QUALIFICA_Quadro;MACROGRUPPO_Ambiente, Economia Circolare e Servizi Operativi (2);MACROGRUPPO_Energie Rinnovabili;MACROGRUPPO_Governance, Persone e Funzioni Centrali;MACROGRUPPO_Gruppo Territoriale e Controllate;MACROGRUPPO_Gruppo Territoriale e Controllate (2);MACROGRUPPO_Innovazione e Trasformazione Digitale;MACROGRUPPO_Mercato, Clienti e Vendite;MACROGRUPPO_Reti e Infrastrutture;MACROGRUPPO_Servizi Corporate;MACROGRUPPO_Sviluppo Business e Partnership;MACRO_FAMIGLIA_PROFESSIONALE_ACQUISTI E APPALTI;MACRO_FAMIGLIA_PROFESSIONALE_AMBIENTE;MACRO_FAMIGLIA_PROFESSIONALE_AMMINISTRAZIONE, FINANZA E CONTROLLO;MACRO_FAMIGLIA_PROFESSIONALE_BUSINESS DEVELOPMENT;MACRO_FAMIGLIA_PROFESSIONALE_COMUNICAZIONE E STAKEHOLDER MANAGEMENT;MACRO_FAMIGLIA_PROFESSIONALE_DISTRIBUZIONE ENERGY;MACRO_FAMIGLIA_PROFESSIONALE_EDILE;MACRO_FAMIGLIA_PROFESSIONALE_ILLUMINAZIONE PUBBLICA;MACRO_FAMIGLIA_PROFESSIONALE_INFORMATION E COMMUNICATION TECHNOLOGY;MACRO_FAMIGLIA_PROFESSIONALE_INGEGNERIA;MACRO_FAMIGLIA_PROFESSIONALE_INNOVAZIONE E SVILUPPO TECNOLOGICO;MACRO_FAMIGLIA_PROFESSIONALE_LABORATORI;MACRO_FAMIGLIA_PROFESSIONALE_MARKETING, VENDITA E GESTIONE CLIENTI;MACRO_FAMIGLIA_PROFESSIONALE_OPERATIONS;MACRO_FAMIGLIA_PROFESSIONALE_PERSONALE E ORGANIZZAZIONE;MACRO_FAMIGLIA_PROFESSIONALE_REGOLAZIONE, GOVERNANCE E COMPLIANCE;MACRO_FAMIGLIA_PROFESSIONALE_Sconosciuto;MACRO_FAMIGLIA_PROFESSIONALE_TRADING;MACRO_FAMIGLIA_PROFESSIONALE_VARIE;FL_RESPONSABILE_Sconosciuto;FL_RESPONSABILE_Sì
3E+14;8;debole previsto contenuti tecnici sempre profondi contribuito eccellente ampia autonomia ownership reso esperienza positiva decisamente insufficiente difficile trasformare proposte azioni stato motivi principali sopra media sfide elevate stimolanti degli aspetti migliori team disponibile supportato permanenza abbastanza comunicazione aiuterebbe determinato solo sarebbe ben oltre ottima organizzazione degli spazi superato nettamente attese spesso oltre buon equilibrio fisso benefit stato elemento flessibilità discreta stato decisivo sotto coerenza contribuito;35;10;32711,528;LAUREA;F;MILLENNIALS;Impiegato;FEDERGASACQUA;2;"Più debole del previsto: contenuti tecnici non sempre profondi; ha contribuito alla scelta.";5;"Eccellente: ampia autonomia e ownership; ha reso l'esperienza molto positiva.";1;"Decisamente insufficiente: difficile trasformare proposte in azioni; è stato uno dei motivi principali.";5;"Molto sopra la media: sfide elevate e stimolanti; è uno degli aspetti migliori.";4;"Molto positivo: team disponibile; ha supportato la permanenza.";3;"Abbastanza in linea: più comunicazione aiuterebbe; non ha determinato la scelta da solo. Con piccoli aggiustamenti sarebbe migliorato molto.";5;"Ben oltre le aspettative: ottima organizzazione degli spazi; ha superato nettamente le attese.";4;"In linea e spesso oltre: buon equilibrio tra fisso e benefit; è stato un elemento positivo.";3;"Soddisfacente ma migliorabile: flessibilità discreta; non è stato decisivo, ma migliorabile.";2;"Sotto le aspettative: coerenza migliorabile; ha contribuito alla scelta.";0;1;0;0;0;0;0;;8;Maggiore coerenza tra valori dichiarati e pratiche.;0;0,147290362;0;0;0,121660159;0;0,096584268;0;0;0;0;0;0;0;0;0,098834784;0,084024541;0,135953277;2,638588835;0,141674461;0,782985285;3;5;0;6;5;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3E+14;1;margine formazione tecnica sporadica aumentato insoddisfazione dipendeva progetto discreto dipendeva responsabile progetto resta punto miglioramento alcune idee recepite altre meno stato decisivo alterno alcuni stimolanti inciso parte abbastanza team alti bassi inciso parte ben oltre feedback continuo utile degli aspetti migliori sotto dotazioni migliorabili aumentato insoddisfazione pienamente benefit migliorabili contribuito pienamente equilibrio sempre gestibile inciso pur essendo unico spesso oltre valori chiari supportato permanenza;31;1;34103,566;DIPLOMA;M;MILLENNIALS;Operaio;FEDERGASACQUA;2;"C'era margine: formazione tecnica sporadica; ha aumentato l'insoddisfazione. Dipendeva molto dal progetto.";3;"Nel complesso discreto: dipendeva dal responsabile/progetto; resta un punto di miglioramento.";3;"Soddisfacente ma migliorabile: alcune idee recepite, altre meno; non è stato decisivo, ma migliorabile.";3;"Alterno: alcuni periodi più stimolanti; ha inciso in parte.";3;"Abbastanza in linea: team ok, con alti e bassi; ha inciso in parte.";5;"Ben oltre le aspettative: feedback continuo e utile; è uno degli aspetti migliori.";2;"Sotto le aspettative: dotazioni migliorabili; ha aumentato l'insoddisfazione.";2;"Non pienamente soddisfacente: benefit migliorabili; ha contribuito alla scelta.";2;"Non pienamente soddisfacente: equilibrio non sempre gestibile; ha inciso, pur non essendo l'unico motivo.";4;"In linea e spesso oltre: valori chiari; ha supportato la permanenza.";0;0;0;0;1;0;0;;5;Migliore pianificazione dei carichi e più flessibilità.;0;0;0;0;0;0;0;0,137745904;0;0;0;0,207368603;0;0,081484025;0;0,101284393;0;0,139322864;0,573511884;2,224268907;-0,081780262;0;0;7;6;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3E+14;3;purtroppo operativo ripetitivo stato elemento determinante pienamente spazi decisionali ridotti avuto impatto dipendeva progetto sopra buona apertura proposte supportato permanenza alcuni stimolanti determinato solo discreto team alti bassi stato decisivo maggiore chiarezza sarebbe stato ottimo supporto presente continuo resta punto miglioramento sarebbe buona spazi strumenti buoni stato elemento spesso oltre buon equilibrio fisso benefit apprezzato tratti gestibile picchi stato decisivo buona cultura positiva stato elemento coerente mie competenze interessi;27;1;34229,566;DIPLOMA;M;MILLENNIALS;Operaio;FEDERGASACQUA;1;"Purtroppo non in linea: molto lavoro operativo ripetitivo; è stato un elemento determinante.";2;"Non pienamente soddisfacente: spazi decisionali ridotti; ha avuto un impatto. Dipendeva molto dal progetto.";4;"Sopra le aspettative: buona apertura a proposte; ha supportato la permanenza.";3;"Soddisfacente ma migliorabile: alcuni periodi più stimolanti; non ha determinato la scelta da solo.";3;"Nel complesso discreto: team ok, con alti e bassi; non è stato decisivo, ma migliorabile. Con maggiore chiarezza sarebbe stato ottimo.";3;"Soddisfacente ma migliorabile: supporto presente ma non continuo; resta un punto di miglioramento. Con piccoli aggiustamenti sarebbe migliorato molto.";4;"Valutazione buona: spazi e strumenti buoni; è stato un elemento positivo.";4;"In linea e spesso oltre: buon equilibrio tra fisso e benefit; è un aspetto che ho apprezzato.";3;"In linea a tratti: gestibile, con picchi; non è stato decisivo, ma migliorabile.";4;"Valutazione buona: cultura positiva; è stato un elemento positivo.";0;1;0;0;0;0;0;Ruolo più coerente con le mie competenze e interessi.;7;Più delega e chiarezza sulle responsabilità.;0;0;0,120225059;0;0,12454938;0;0;0;0;0;0,11042805;0;0;0,081401602;0;0;0,086019981;0,139181936;2,119152301;0,736204166;1,743835893;3;6;5;6;5;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3E+14;1;purtroppo poca esposizione temi specialistici stato elemento determinante margine spazi decisionali ridotti stato fattore rilevante purtroppo processi poco aperti cambiamento pesato decisione solo parzialmente crescita chiara contribuito sopra media team coeso reso esperienza positiva alterno gestione discreta area cui può lavorare ambiente dipendeva sede stato decisivo solo parzialmente progressioni lente avuto impatto sopra buona flessibilità supportato permanenza debole previsto alcuni comportamenti inciso pur essendo unico stata offerta maggiore possibilità incidere decisioni;26;5;34355,566;DIPLOMA;M;MILLENNIALS;Operaio;FEDERGASACQUA;1;"Purtroppo non in linea: poca esposizione a temi specialistici; è stato un elemento determinante.";2;"C'era margine: spazi decisionali ridotti; è stato un fattore rilevante.";1;"Purtroppo non in linea: processi poco aperti al cambiamento; ha pesato molto sulla decisione.";2;"Solo parzialmente in linea: crescita non chiara; ha contribuito alla scelta.";5;"Molto sopra la media: team molto coeso; ha reso l'esperienza molto positiva.";3;"Alterno: gestione discreta, migliorabile; è un'area su cui si può lavorare.";3;"Soddisfacente ma migliorabile: ambiente ok, dipendeva dalla sede; non è stato decisivo, ma migliorabile.";2;"Solo parzialmente in linea: progressioni lente; ha avuto un impatto.";4;"Sopra le aspettative: buona flessibilità; ha supportato la permanenza.";2;"Più debole del previsto: alcuni comportamenti non in linea; ha inciso, pur non essendo l'unico motivo.";0;0;1;0;0;0;0;Mi è stata offerta maggiore possibilità di incidere sulle decisioni.;9;Maggiore competitività del pacchetto economico/benefit.;0;0;0,115410037;0;0;0,096488836;0,09491791;0;0,094454995;0;0;0;0,116081132;0;0;0;0,165149749;0,13360769;0,940918213;1,692911727;0,398645042;0;1;7;6;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1E+14;5;buona complessità casi stato elemento punto forza ampia autonomia ownership superato nettamente attese debole previsto tempi lunghi portare avanti iniziative aumentato insoddisfazione margine attività spesso simili aumentato insoddisfazione discreto collaborazione discreta inciso parte maggiore chiarezza sarebbe stato ottimo margine decisioni poco tempestive avuto impatto alterno qualche miglioramento possibile determinato solo alcuni punto forza benefit davvero apprezzabili reso esperienza positiva discreto gestibile picchi stato decisivo spesso oltre valori chiari stato;41;5;33215,528;LAUREA;F;MILLENNIALS;Impiegato;FEDERGASACQUA;4;"Molto positivo: buona complessità dei casi; è stato un elemento positivo.";5;"Punto di forza: ampia autonomia e ownership; ha superato nettamente le attese.";2;"Più debole del previsto: tempi lunghi per portare avanti iniziative; ha aumentato l'insoddisfazione.";2;"C'era margine: attività spesso simili; ha aumentato l'insoddisfazione.";3;"Nel complesso discreto: collaborazione discreta; ha inciso in parte. Con maggiore chiarezza sarebbe stato ottimo.";2;"C'era margine: decisioni poco tempestive; ha avuto un impatto.";3;"Alterno: qualche miglioramento possibile; non ha determinato la scelta da solo. In alcuni periodi era diverso.";5;"Punto di forza: benefit davvero apprezzabili; ha reso l'esperienza molto positiva.";3;"Nel complesso discreto: gestibile, con picchi; non è stato decisivo, ma migliorabile.";4;"In linea e spesso oltre: valori chiari; non è stato un motivo di uscita.";0;0;0;0;0;1;0;;10;Feedback più costante e priorità più chiare.;0,138955392;0,138596997;0,110504839;0;0;0;0,090883676;0;0;0;0,101499921;0,095205006;0,111147411;0,149640534;0,130023394;0;0,079065248;0;0,522835149;0,484715582;1,455580711;6;2;8;6;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1E+14;5;buona complessità casi stato alcuni critico decisioni centralizzate inciso modo significativo margine ascolto presente poco strutturato contribuito davvero contesto dinamico degli aspetti migliori buona team disponibile funzionato bene buona feedback regolare apprezzato abbastanza ambiente dipendeva sede resta punto miglioramento buon equilibrio fisso benefit stato elemento abbastanza dipendeva periodo determinato solo sopra media senso appartenenza alto degli aspetti migliori;38;7;33341,528;LAUREA;F;MILLENNIALS;Impiegato;FEDERGASACQUA;4;"Molto positivo: buona complessità dei casi; non è stato un motivo di uscita. In alcuni periodi era diverso.";1;"Aspetto critico: decisioni molto centralizzate; ha inciso in modo significativo.";2;"C'era margine: ascolto presente ma poco strutturato; ha contribuito alla scelta.";5;"Aspetto davvero positivo: contesto dinamico; è uno degli aspetti migliori.";4;"Valutazione buona: team disponibile; ha funzionato bene.";4;"Valutazione buona: feedback regolare; è un aspetto che ho apprezzato.";3;"Abbastanza in linea: ambiente ok, dipendeva dalla sede; resta un punto di miglioramento.";4;"Molto positivo: buon equilibrio tra fisso e benefit; è stato un elemento positivo.";3;"Abbastanza in linea: dipendeva dal periodo; non ha determinato la scelta da solo.";5;"Molto sopra la media: senso di appartenenza alto; è uno degli aspetti migliori.";0;0;1;0;0;0;0;;8;Più delega e chiarezza sulle responsabilità e Canali strutturati per valorizzare idee e iniziative.;0;0;0;0,118897002;0,124597363;0;0;0,137659584;0;0,151236419;0;0;0,120970738;0,081432963;0;0;0,08605312;0,139235556;0,104752085;-0,869513864;0,20647492;5;2;8;6;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1E+14;5;spesso oltre collaborazioni utili colleghi esperti stato buon margine qualche vincolo resta punto miglioramento sotto difficile trasformare proposte azioni pesato decisione solo parzialmente crescita chiara stato fattore rilevante eccellente supporto reciproco costante reso esperienza positiva sotto supporto insufficiente pesato decisione debole previsto sedi sempre funzionali stato fattore rilevante sarebbe buona riconoscimento coerente funzionato bene maggiore chiarezza sarebbe stato ottimo ben lontano quanto aspettavo reperibilità picchi frequenti pesato decisione esperienza solida cultura positiva stato elemento;45;5;85421;LAUREA;F;GEN X;Quadro;FEDERGASACQUA;4;"In linea e spesso oltre: collaborazioni utili con colleghi esperti; non è stato un motivo di uscita.";3;"Soddisfacente ma migliorabile: buon margine, con qualche vincolo; resta un punto di miglioramento.";1;"Molto sotto le aspettative: difficile trasformare proposte in azioni; ha pesato molto sulla decisione.";2;"Solo parzialmente in linea: crescita non chiara; è stato un fattore rilevante.";5;"Eccellente: supporto reciproco costante; ha reso l'esperienza molto positiva.";1;"Molto sotto le aspettative: supporto insufficiente; ha pesato molto sulla decisione.";2;"Più debole del previsto: sedi non sempre funzionali; è stato un fattore rilevante. Con piccoli aggiustamenti sarebbe migliorato molto.";4;"Valutazione buona: riconoscimento coerente; ha funzionato bene. Con maggiore chiarezza sarebbe stato ottimo.";1;"Ben lontano da quanto mi aspettavo: reperibilità/picchi frequenti; ha pesato molto sulla decisione.";4;"Esperienza solida: cultura positiva; è stato un elemento positivo.";0;0;0;0;0;1;0;;8;Canali strutturati per valorizzare idee e iniziative.;0;0;0;0,092016973;0,096428606;0;0,153106596;0;0;0;0,085495592;0;0;0,063022739;0,109521534;0,078337071;0,066598379;0;-0,262654243;-0,869513864;0,014304798;6;2;8;6;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1E+14;8;solo parzialmente strumenti sempre aggiornati stato fattore rilevante sotto spazi decisionali ridotti aumentato insoddisfazione sarebbe tratti canali informali funzionavano metà stato decisivo tratti sviluppo possibile rotazione determinato solo eccellente supporto reciproco costante reso esperienza positiva alterno gestione discreta resta punto miglioramento spazi strumenti buoni funzionato bene tratti complessivamente adeguata inciso parte sotto carichi orari spesso sostenibili stato elemento determinante valori condivisibili sempre applicati resta punto miglioramento;37;6;24682,528;LAUREA;F;MILLENNIALS;Impiegato;FEDERGASACQUA;2;"Solo parzialmente in linea: strumenti non sempre aggiornati; è stato un fattore rilevante.";2;"Sotto le aspettative: spazi decisionali ridotti; ha aumentato l'insoddisfazione. Con piccoli aggiustamenti sarebbe migliorato molto.";3;"In linea a tratti: canali informali funzionavano a metà; non è stato decisivo, ma migliorabile.";3;"In linea a tratti: sviluppo possibile con più rotazione; non ha determinato la scelta da solo.";5;"Eccellente: supporto reciproco costante; ha reso l'esperienza molto positiva.";3;"Alterno: gestione discreta, migliorabile; resta un punto di miglioramento.";4;"Molto positivo: spazi e strumenti buoni; ha funzionato bene.";3;"In linea a tratti: complessivamente adeguata; ha inciso in parte.";1;"Molto sotto le aspettative: carichi e orari spesso non sostenibili; è stato un elemento determinante.";3;"Soddisfacente ma migliorabile: valori condivisibili, ma non sempre applicati; resta un punto di miglioramento.";0;0;0;0;0;1;0;;6;Più delega e chiarezza sulle responsabilità.;0;0;0;0,114650359;0;0;0,095383088;0;0;0;0;0,099918356;0;0,157048844;0;0,195211231;0,165959123;0;1,004264131;2,835768064;0,398645042;0;5;2;5;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1E+14;10;ben oltre contesto spingeva migliorare ciò mancherà abbastanza dipendeva responsabile progetto area cui può lavorare debole previsto tempi lunghi portare avanti iniziative inciso pur essendo unico debole previsto crescita chiara contribuito eccellente team coeso superato nettamente attese discreto supporto presente continuo determinato solo eccellente ambiente confortevole stato punto forza purtroppo retribuzione percepita competitiva pesato decisione davvero ottimo equilibrio ciò mancherà margine coerenza aumentato insoddisfazione proposta includeva fisso alto benefit strutturati;44;17;24682,528;LAUREA;F;GEN X;Impiegato;FEDERGASACQUA;5;"Ben oltre le aspettative: contesto che spingeva a migliorare; è ciò che mi mancherà di più.";3;"Abbastanza in linea: dipendeva dal responsabile/progetto; è un'area su cui si può lavorare.";2;"Più debole del previsto: tempi lunghi per portare avanti iniziative; ha inciso, pur non essendo l'unico motivo.";2;"Più debole del previsto: crescita non chiara; ha contribuito alla scelta.";5;"Eccellente: team molto coeso; ha superato nettamente le attese.";3;"Nel complesso discreto: supporto presente ma non continuo; non ha determinato la scelta da solo.";5;"Eccellente: ambiente molto confortevole; è stato un punto di forza.";1;"Purtroppo non in linea: retribuzione percepita non competitiva; ha pesato molto sulla decisione.";5;"Aspetto davvero positivo: ottimo equilibrio; è ciò che mi mancherà di più.";2;"C'era margine: coerenza migliorabile; ha aumentato l'insoddisfazione.";0;0;0;0;1;0;0;La proposta includeva un fisso più alto e benefit più strutturati.;7;Maggiore competitività del pacchetto economico/benefit.;0;0;0;0;0;0,092787997;0;0;0,090832164;0;0,101939552;0;0;0,075144339;0;0;0,079407707;0,128483154;0,649526987;-0,071664222;1,743835893;2;6;7;1;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3E+14;1;decisamente insufficiente attività poco coerenti mio profilo stato elemento determinante sopra media forte responsabilizzazione ciò mancherà tratti spazio proporre serviva metodo area cui può lavorare discreto sfide presenti continue determinato solo maggiore chiarezza sarebbe stato ottimo alterno buona disponibilità carichi pesanti stato decisivo alcuni comunicazione aiuterebbe stato decisivo spesso oltre spazi strumenti buoni stato elemento critico benefit poco allineati mercato inciso modo significativo solo parzialmente equilibrio sempre gestibile stato fattore rilevante maggiore chiarezza sarebbe stato ottimo buona buona attenzione persone risultati stato elemento;38;1;24682,528;LAUREA;F;MILLENNIALS;Impiegato;FEDERGASACQUA;1;"Decisamente insufficiente: attività poco coerenti con il mio profilo; è stato un elemento determinante.";5;"Molto sopra la media: forte responsabilizzazione; è ciò che mi mancherà di più.";3;"In linea a tratti: spazio per proporre, ma serviva più metodo; è un'area su cui si può lavorare.";3;"Nel complesso discreto: sfide presenti, ma non continue; non ha determinato la scelta da solo. Con maggiore chiarezza sarebbe stato ottimo.";3;"Alterno: buona disponibilità, ma carichi pesanti; non è stato decisivo, ma migliorabile. In alcuni periodi era diverso.";3;"Soddisfacente ma migliorabile: più comunicazione aiuterebbe; non è stato decisivo, ma migliorabile.";4;"In linea e spesso oltre: spazi e strumenti buoni; è stato un elemento positivo.";1;"Aspetto critico: benefit poco allineati al mercato; ha inciso in modo significativo.";2;"Solo parzialmente in linea: equilibrio non sempre gestibile; è stato un fattore rilevante. Con maggiore chiarezza sarebbe stato ottimo.";4;"Valutazione buona: buona attenzione a persone e risultati; è stato un elemento positivo.";1;0;0;0;0;0;0;;10;Migliore pianificazione dei carichi e più flessibilità e Maggiore competitività del pacchetto economico/benefit.;0,122257865;0;0;0;0;0,081286082;0;0;0,079572692;0,122257865;0,178606435;0;0,19558284;0;0;0,081825885;0,1391288;0;1,435016379;-0,869513864;0,20647492;7;5;8;6;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3E+14;9;sopra opportunità apprendere campo stato elemento purtroppo poca delega priorità scelte stato motivi principali ben oltre cultura dell innovazione concreta stato punto forza alcuni stimolanti determinato solo abbastanza team alti bassi stato decisivo sarebbe ben lontano quanto aspettavo supporto insufficiente pesato decisione eccellente ottima organizzazione degli spazi ciò mancherà decisamente insufficiente benefit poco allineati mercato inciso modo significativo discreto flessibilità discreta determinato solo esperienza solida cultura positiva supportato permanenza;42;14;24682,528;LAUREA;F;MILLENNIALS;Impiegato;FEDERGASACQUA;4;"Sopra le aspettative: opportunità di apprendere sul campo; è stato un elemento positivo.";1;"Purtroppo non in linea: poca delega su priorità e scelte; è stato uno dei motivi principali.";5;"Ben oltre le aspettative: cultura dell'innovazione concreta; è stato un punto di forza.";3;"Soddisfacente ma migliorabile: alcuni periodi più stimolanti; non ha determinato la scelta da solo.";3;"Abbastanza in linea: team ok, con alti e bassi; non è stato decisivo, ma migliorabile. Con piccoli aggiustamenti sarebbe migliorato molto.";1;"Ben lontano da quanto mi aspettavo: supporto insufficiente; ha pesato molto sulla decisione.";5;"Eccellente: ottima organizzazione degli spazi; è ciò che mi mancherà di più.";1;"Decisamente insufficiente: benefit poco allineati al mercato; ha inciso in modo significativo.";3;"Nel complesso discreto: flessibilità discreta; non ha determinato la scelta da solo.";4;"Esperienza solida: cultura positiva; ha supportato la permanenza.";0;0;0;1;0;0;0;;8;Maggiore competitività del pacchetto economico/benefit.;0;0;0;0;0;0;0,093658472;0;0;0,143197879;0;0;0,114540884;0,077104626;0;0;0,162958424;0,131834888;3,234040471;1,634676427;1,455580711;7;4;4;6;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3E+14;0;abbastanza crescita tecnica possibile continua resta punto miglioramento abbastanza buon margine qualche vincolo area cui può lavorare esperienza solida possibilità sperimentare stato elemento debole previsto attività spesso simili avuto impatto davvero supporto reciproco costante superato nettamente attese buona guida confronto funzionato bene eccellente strumenti eccellenti degli aspetti migliori tratti base area cui può lavorare maggiore chiarezza sarebbe stato ottimo alterno flessibilità discreta stato decisivo maggiore chiarezza sarebbe stato ottimo sotto valori percepiti poco coerenti pratiche pesato decisione;38;1;24682,528;LAUREA;F;MILLENNIALS;Impiegato;FEDERGASACQUA;3;"Abbastanza in linea: crescita tecnica possibile ma non continua; resta un punto di miglioramento.";3;"Abbastanza in linea: buon margine, con qualche vincolo; è un'area su cui si può lavorare.";4;"Esperienza solida: possibilità di sperimentare; è stato un elemento positivo.";2;"Più debole del previsto: attività spesso simili; ha avuto un impatto.";5;"Aspetto davvero positivo: supporto reciproco costante; ha superato nettamente le attese.";4;"Molto positivo: buona guida e confronto; ha funzionato bene.";5;"Eccellente: strumenti eccellenti; è uno degli aspetti migliori.";3;"In linea a tratti: in linea con aspettative di base; è un'area su cui si può lavorare. Con maggiore chiarezza sarebbe stato ottimo.";3;"Alterno: flessibilità discreta; non è stato decisivo, ma migliorabile. Con maggiore chiarezza sarebbe stato ottimo.";1;"Molto sotto le aspettative: valori percepiti poco coerenti con le pratiche; ha pesato molto sulla decisione.";0;0;0;0;1;0;0;;8;Maggiore coerenza tra valori dichiarati e pratiche.;0,123359902;0;0,098102463;0,096981419;0,101631066;0,164037595;0,080683457;0;0,160579926;0;0,1802164;0;0,098672916;0,066422905;0,115430376;0;0;0;0,76354964;0,615319152;-0,081780262;7;6;7;6;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3E+14;11;ben oltre forte apprendimento responsabilità superato nettamente attese esperienza solida spazio organizzare stato dipendeva progetto eccellente proposte trasformate risultati ciò mancherà sfide presenti continue determinato solo team disponibile stato buona feedback regolare funzionato bene buona sede funzionale supportato permanenza dipendeva progetto complessivamente adeguata area cui può lavorare buona carichi generalmente equilibrati supportato permanenza esperienza solida valori chiari stato;38;3;24682,528;DIPLOMA;M;MILLENNIALS;Impiegato;METALMECCANICO;5;"Ben oltre le aspettative: forte apprendimento e responsabilità; ha superato nettamente le attese.";4;"Esperienza solida: spazio per organizzare il lavoro; non è stato un motivo di uscita. Dipendeva molto dal progetto.";5;"Eccellente: proposte trasformate in risultati; è ciò che mi mancherà di più.";3;"Soddisfacente ma migliorabile: sfide presenti, ma non continue; non ha determinato la scelta da solo.";4;"Molto positivo: team disponibile; non è stato un motivo di uscita.";4;"Valutazione buona: feedback regolare; ha funzionato bene.";4;"Valutazione buona: sede funzionale; ha supportato la permanenza. Dipendeva molto dal progetto.";3;"Soddisfacente ma migliorabile: complessivamente adeguata; è un'area su cui si può lavorare.";4;"Valutazione buona: carichi generalmente equilibrati; ha supportato la permanenza.";4;"Esperienza solida: valori chiari; non è stato un motivo di uscita.";0;0;0;0;1;0;0;;8;Continuare su questa linea, con più mobilità interna e sviluppo.;0;0;0;0,121922873;0;0,1031122;0,202866878;0,141162954;0,100938747;0;0;0;0;0;0;0;0,08824313;0,142779033;0,370804944;6,47003133;0,975155407;2;2;0;0;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
